round,train_logloss,valid_logloss
370,0.26973804042227634,0.2726571945032131
371,0.26971488457872206,0.2726552190597848
372,0.2696945669130887,0.27265463179852545
373,0.26966668383914,0.2726490619265994
374,0.2696460144918039,0.2726456275050921
375,0.26962362419344665,0.27263674874637295
376,0.26960361068006433,0.2726430086082368
377,0.2695877911577466,0.27264298522951025
378,0.26956305396554936,0.27265032005136125
379,0.2695464038453581,0.2726566262710478
380,0.2695208688535469,0.2726529429630848
381,0.2695058699729385,0.2726461425081226
382,0.26948680677976694,0.2726529544539484
383,0.26946636427531806,0.2726485090170395
384,0.2694420923197319,0.2726504875676814
385,0.2694184926924306,0.27265818228988825
386,0.2693938275415695,0.2726468287332329
387,0.26937587978464794,0.2726431081313251
388,0.2693500529619199,0.2726410953439142
389,0.2693288823773386,0.2726603010596852
390,0.26930938646647573,0.2726630887955373
391,0.2692902311784946,0.2726717193956062
392,0.26926915758576403,0.2726640083483295
393,0.2692476879673383,0.27267963658049926
394,0.2692224748277701,0.27265913224450844
395,0.2692004299300703,0.2726662632222186
396,0.269181896867303,0.2726725623562941
397,0.2691572307523204,0.2726819034282061
398,0.269132131178162,0.2726771663384768
399,0.26911605546550493,0.2726805795461388
400,0.26909848170869305,0.27267511431715374
401,0.2690776610124799,0.2726649435550466
402,0.2690539288525881,0.2726578749014922
403,0.2690373632416798,0.27264927726970023
404,0.2690179525261596,0.27264211224324636
405,0.2690031669928137,0.27263732531307394
406,0.26898277159046646,0.2726355531460549
407,0.2689612086095958,0.27263956920008525
408,0.2689379967328918,0.27262359222964044
409,0.2689160998825638,0.27262956250155534
410,0.26889899333003264,0.27263772137193854
411,0.26887606052522117,0.27264463639249703
412,0.2688548484730509,0.2726472106312904
413,0.2688295249205095,0.27264580534816035
414,0.26881489029865296,0.2726470891255878
415,0.2687919271762639,0.2726605775793986
416,0.268767528899942,0.27265642953982827
417,0.26875202693496736,0.2726518299623575
418,0.2687316421442701,0.27264516210921924
419,0.2687103820507202,0.27264912861595597
420,0.26868863679725263,0.27264273893770147
421,0.26866967084558263,0.27264481283430814
422,0.26864923999571405,0.27264769155869284
423,0.2686312958295583,0.27265346853976435
424,0.26860783763861396,0.27264011189316567
425,0.2685874905444851,0.2726463627960799
426,0.268570943031452,0.2726510846269516
427,0.26854853446996235,0.27264354554972065
428,0.2685309928922267,0.2726594408524373
429,0.26851148208257486,0.2726727061151133
430,0.26849072780225675,0.2726695010560698
431,0.26847338353631317,0.2726665735054834
432,0.268455875224678,0.2726696644387219
433,0.26843767735198715,0.27266168974167265
434,0.2684220476176918,0.2726626241859535
435,0.26840369786998153,0.2726619970535271
436,0.26838546897060744,0.2726696967246905
437,0.2683700930393844,0.27267878073327295
438,0.2683502340927355,0.2726829510043592
439,0.268330583580052,0.2726834499230071
440,0.26830893361627906,0.2726843809258142
441,0.2682936859861112,0.272688309359258
442,0.2682745641982963,0.2726972187627724
443,0.2682604063378604,0.2726918297892624
444,0.2682402513570145,0.27269187782495913
445,0.2682259455690031,0.2726902635847189
446,0.26821105322880656,0.2726907904595793
447,0.2681927194164758,0.2726877852271252
448,0.2681769420559846,0.2726934335478715
449,0.2681590493315776,0.2726965607187292
450,0.2681388273359298,0.2726938598256848
451,0.2681209255715834,0.272696459557598
452,0.2681051220299634,0.27270030639869164
453,0.2680895015527181,0.27270323235243743
454,0.2680649480671497,0.2726934228209947
455,0.26804447640373436,0.27270654474837386
456,0.2680228010422605,0.2727143417725856
457,0.26800804917043347,0.2727092642466949
458,0.2679896145606704,0.27269575918285643
459,0.26797220689308066,0.2726993870639448
460,0.2679510347535985,0.27270663125576017
461,0.2679335968187316,0.27270861371535915
462,0.26791718511823465,0.27272002303236403
463,0.26789867700238634,0.2727124996842924
464,0.26788104968238935,0.2727117067274876
465,0.26785975156462155,0.27272081427669076
466,0.26783806343725014,0.2727202023692991
467,0.26782319589263975,0.27272844807333335
468,0.267810709063829,0.272720896460275
469,0.26779968228569095,0.272724739287931
470,0.2677810498948607,0.2727246594728564
471,0.2677619791037065,0.27273385053908644
472,0.2677464881039442,0.2727380591956963
473,0.26772803851407206,0.27274450509600845
474,0.2677063104459026,0.27274045059579394
475,0.2676945295694885,0.27274040134069566
476,0.2676734284994332,0.27273921887848535
477,0.26765658959467814,0.27272757132312764
478,0.26763531513397765,0.2727184696630886
479,0.2676117834021404,0.2727133180551041
480,0.2675975593504608,0.27271165811230674
481,0.26757468820855496,0.2727287772620935
482,0.26754926807156687,0.2727395373073641
483,0.26753161086892746,0.2727402338568556
