feature,vif
interbank_rate_3m,63.972777132641774
employment_variation_rate,32.66051794438504
number_of_employees,31.548721373362913
consumer_price_index,6.249619412284636
consumer_confidence_index,2.6144035751406993
prev_campaign_attempts,1.3633294396208362
call_attempts,1.0346071524935574
age,1.0178219919270062
