mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,model,param_model__colsample_bytree,param_model__learning_rate,param_model__min_child_samples,param_model__num_leaves,param_model__reg_lambda,param_model__subsample
2.8248802026112876,0.13139121618305133,0.18505382537841797,0.014375808263669736,8,0.5148538589793428,53.0,674,"{'model__max_depth': 8, 'model__max_features': np.float64(0.5148538589793428), 'model__min_samples_leaf': 53, 'model__n_estimators': 674}",0.43351832735937373,0.4538716907765483,0.46959903810131204,0.4523296854124113,0.014770189737398453,5,Random forest,,,,,,
1.6220478216807048,0.09985802377523163,0.13089561462402344,0.008364107121087634,16,0.4002251666834131,28.0,330,"{'model__max_depth': 16, 'model__max_features': np.float64(0.4002251666834131), 'model__min_samples_leaf': 28, 'model__n_estimators': 330}",0.43205279061371465,0.4519536390390233,0.4699149425448976,0.45130712406587853,0.01546391764555735,6,Random forest,,,,,,
1.6507739226023357,0.05986162643041732,0.1200716495513916,0.0011536913681636162,12,0.43991658302915326,64.0,389,"{'model__max_depth': 12, 'model__max_features': np.float64(0.43991658302915326), 'model__min_samples_leaf': 64, 'model__n_estimators': 389}",0.4317699424709195,0.45206226881039696,0.46985682129024897,0.4512296775238551,0.015560044788654288,7,Random forest,,,,,,
3.0444108645121255,0.2469149465650058,0.17665672302246094,0.009899294170356237,16,0.4369289109053418,12.0,671,"{'model__max_depth': 16, 'model__max_features': np.float64(0.4369289109053418), 'model__min_samples_leaf': 12, 'model__n_estimators': 671}",0.43446803227269765,0.44949452925442207,0.468712479919535,0.4508916804822182,0.014015100720871178,8,Random forest,,,,,,
2.273280620574951,0.02526998839393483,0.12903102238972983,0.007638396982645453,8,0.7368964102565894,18.0,470,"{'model__max_depth': 8, 'model__max_features': np.float64(0.7368964102565894), 'model__min_samples_leaf': 18, 'model__n_estimators': 470}",0.43641699841317305,0.45175758215666484,0.4636755122501682,0.4506166976066687,0.011157444669150387,9,Random forest,,,,,,
1.6671582857767742,0.03561142440327634,0.11843069394429524,0.007722947583924309,16,0.5642205486120109,45.0,356,"{'model__max_depth': 16, 'model__max_features': np.float64(0.5642205486120109), 'model__min_samples_leaf': 45, 'model__n_estimators': 356}",0.43119548518026063,0.45031277475436476,0.46885553993730694,0.4501212666239774,0.015375249322616635,10,Random forest,,,,,,
4.235079924265544,0.4792781962485929,0.1899256706237793,0.017333022811333403,8,0.6711055768358081,55.0,766,"{'model__max_depth': 8, 'model__max_features': np.float64(0.6711055768358081), 'model__min_samples_leaf': 55, 'model__n_estimators': 766}",0.4327462580697429,0.4497975799146971,0.4674897920328003,0.45001121000574673,0.01418479271197109,11,Random forest,,,,,,
1.1139951546986897,0.03820585296801881,0.08845869700113933,0.0038101922212640583,,0.5635759848686068,45.0,227,"{'model__max_depth': None, 'model__max_features': np.float64(0.5635759848686068), 'model__min_samples_leaf': 45, 'model__n_estimators': 227}",0.4307818068369087,0.44989880996752385,0.4691067286890037,0.4499291151644787,0.01564609850294996,12,Random forest,,,,,,
3.450262705485026,0.12231398255529108,0.16610868771870932,0.018517053242507752,12,0.6892768570729004,12.0,618,"{'model__max_depth': 12, 'model__max_features': np.float64(0.6892768570729004), 'model__min_samples_leaf': 12, 'model__n_estimators': 618}",0.43481540286263065,0.4487860224685402,0.4661689147230409,0.44992344668473727,0.012825260929923026,13,Random forest,,,,,,
2.2721590201059976,0.1070064915610299,0.15614970525105795,0.003848825233305584,16,0.5422663846432396,66.0,495,"{'model__max_depth': 16, 'model__max_features': np.float64(0.5422663846432396), 'model__min_samples_leaf': 66, 'model__n_estimators': 495}",0.4315888179849566,0.44875983981173756,0.4680933216091121,0.4494806598019354,0.014911614764006336,14,Random forest,,,,,,
2.014266570409139,0.027266874782526578,0.16777380307515463,0.0039613508215079534,12,0.2991601634378015,75.0,720,"{'model__max_depth': 12, 'model__max_features': np.float64(0.2991601634378015), 'model__min_samples_leaf': 75, 'model__n_estimators': 720}",0.4265801802894761,0.45033058330417614,0.4710499288596762,0.44932023081777617,0.018168750527288797,15,Random forest,,,,,,
